Title,Subtitle,Authors,Year,Publisher,Referenced,Versions
TOD-BERT: Pre-trained natural language understanding for task-oriented dialogue,arXiv preprint arXiv:2004.06871,"CS Wu, S Hoi, R Socher, C Xiong",2020,arxiv.org,296,8
Continuous space translation models with neural networks,… Linguistics: Human Language …,"LH Son, A Allauzen, F Yvon",2012,hal.science,155,4
Towards a second‐language model of learning in problematic social contexts: The case of Arabs learning Hebrew in Israel,Race Ethnicity and Education,S Abu‐Rabia,1999,Taylor & Francis,43,1
"Chengqing Zong: Statistical natural language processing Tsinghua University Press, 2013, xxxv+ 570pp",,X Zhang,2014,Springer,166,3
The Kaldi speech recognition toolkit,IEEE 2011 workshop …,"D Povey, A Ghoshal, G Boulianne…",2011,infoscience.epfl.ch,7200,27
Bimodal modelling of source code and natural language,… conference on machine …,"M Allamanis, D Tarlow, A Gordon…",2015,proceedings.mlr.press,235,10
[PDF] Stochastic language generation for spoken dialogue systems,NAACL 2000 Workshop: Conversational …,"A Oh, A Rudnicky",2000,aclanthology.org,231,15
Blip: Bootstrapping language-image pre-training for unified vision-language understanding and generation,International conference on …,"J Li, D Li, C Xiong, S Hoi",2022,proceedings.mlr.press,1732,7
Model-driven engineering in a large industrial context—Motorola case study,… on Model Driven Engineering Languages and …,"P Baker, S Loh, F Weil",2005,Springer,281,10
{TensorFlow}: a system for {Large-Scale} machine learning,… USENIX symposium on …,"M Abadi, P Barham, J Chen, Z Chen, A Davis…",2016,usenix.org,30756,46
Efficient WFST-based one-pass decoding with on-the-fly hypothesis rescoring in extremely large vocabulary continuous speech recognition,"… ,  speech,  and language …","T Hori, C Hori, Y Minami…",2007,ieeexplore.ieee.org,186,7
Griffon v2: Advancing Multimodal Perception with High-Resolution Scaling and Visual-Language Co-Referring,arXiv preprint arXiv …,"Y Zhan, Y Zhu, H Zhao, F Yang, M Tang…",2024,arxiv.org,0,1
[PDF] Visual recognition of american sign language using hidden markov models,,T Starner,1995,dspace.mit.edu,1109,15
Alberto: Italian BERT language understanding model for NLP challenging tasks based on tweets,CEUR workshop …,"M Polignano, P Basile, M De Gemmis…",2019,iris.unito.it,262,8
Snips voice platform: an embedded spoken language understanding system for private-by-design voice interfaces,arXiv preprint arXiv …,"A Coucke, A Saade, A Ball, T Bluche, A Caulier…",2018,arxiv.org,791,3
An overview of probabilistic tree transducers for natural language processing,… Conference on Intelligent Text Processing and …,"K Knight, J Graehl",2005,Springer,184,9
Investigation and modeling of the structure of texting language,International Journal of …,"M Choudhury, R Saraf, V Jain, A Mukherjee…",2007,Springer,297,14
Solving ESL sentence completion questions via pre-trained neural language models,… Conference on Artificial …,"Q Liu, T Liu, J Zhao, Q Fang, W Ding, Z Wu…",2021,Springer,5,4
"Why language clouds our ascription of understanding, intention and consciousness",Phenomenology and the Cognitive Sciences,SAJ Stuart,2024,Springer,0,1
Reviewing automatic language identification,IEEE Signal Processing …,"YK Muthusamy, E Barnard…",1994,ieeexplore.ieee.org,392,4
Few-shot natural language generation for task-oriented dialog,arXiv preprint arXiv …,"B Peng, C Zhu, C Li, X Li, J Li, M Zeng…",2020,arxiv.org,195,5
Model-portability experiments for textual temporal analysis,… : human language …,"O Kolomiyets, S Bethard…",2011,lirias.kuleuven.be,91,13
Automatic personality assessment through social media language.,Journal of personality …,"G Park, HA Schwartz, JC Eichstaedt…",2015,psycnet.apa.org,854,17
[PDF] Grammatical error correction using hybrid systems and type filtering,… Natural Language …,"M Felice, Z Yuan, ØE Andersen…",2014,aclanthology.org,139,6
Detecting malicious tweets in trending topics using a statistical analysis of language,Expert Systems with Applications,J Martinez,2013,Elsevier,275,13
Familiar: A domain-specific language for large scale management of feature models,Science of Computer …,"M Acher, P Collet, P Lahire, RB France",2013,Elsevier,304,11
Llama 2: Open foundation and fine-tuned chat models,arXiv preprint arXiv …,"H Touvron, L Martin, K Stone, P Albert…",2023,arxiv.org,3246,2
[PDF] Can GPT-3 pass a writer's Turing test?,Journal of Cultural Analytics,"K Elkins, J Chun",2020,culturalanalytics.org,217,7
BioBERT: a pre-trained biomedical language representation model for biomedical text mining,…,"J Lee, W Yoon, S Kim, D Kim, S Kim, CH So…",2020,academic.oup.com,4986,12
"A data model, knowledge base, and natural language processing for sharing a large statistical database",Statistical and Scientific Database Management: Fourth …,H Sato,1989,Springer,234,5
[PDF] Pronunciation dependent language models.,,A Ljolje,isca,archive.org,1,4
Exploring the Impact of Language Models on Undergraduate Thesis Writing Skills among Higher Education Students,Peradaban …,"A Ilma, RA Sampurna",2024,jurnal.peradabanpublishing.com,0,1
[PDF] Online large-margin training of syntactic and structural translation features,… methods in natural language …,"D Chiang, Y Marton, P Resnik",2008,aclanthology.org,298,19
Building language models for Tamil speech recognition system,Asian Applied Computing Conference,"S Saraswathi, TV Geetha",2004,Springer,10,9
Transfer learning in sign language,2007 IEEE conference on …,"A Farhadi, D Forsyth, R White",2007,ieeexplore.ieee.org,155,18
Bert: Pre-training of deep bidirectional transformers for language understanding,arXiv preprint arXiv …,"J Devlin, MW Chang, K Lee, K Toutanova",2018,arxiv.org,94989,49
Prottrans: Toward understanding the language of life through self-supervised learning,IEEE transactions on …,"A Elnaggar, M Heinzinger, C Dallago…",2021,ieeexplore.ieee.org,1024,16
Improving vision-and-language navigation with image-text pairs from the web,Computer Vision–ECCV …,"A Majumdar, A Shrivastava, S Lee, P Anderson…",2020,Springer,200,9
kubapok@ LT-EDI 2024: Evaluating Transformer Models for Hate Speech Detection in Tamil,… of the Fourth Workshop on Language …,"J Pokrywka, K Jassem",2024,aclanthology.org,1,2
[PDF] Customized Web Application for Addressing Language Model Misalignment through Reinforcement Learning from Human Feedback,,"A Uwah, A Edet",,researchgate.net,0,1
[PDF] Arabic language modeling with finite state transducers,08: HLT Student Research …,I Heintz,2008,aclanthology.org,13,5
[HTML] Modeling aspects of the language of life through transfer-learning protein sequences,BMC …,"M Heinzinger, A Elnaggar, Y Wang, C Dallago…",2019,Springer,436,19
Discriminative training for large-vocabulary speech recognition using minimum classification error,"… ,  and Language …","E McDermott, TJ Hazen, J Le Roux…",2006,ieeexplore.ieee.org,215,17
