ID_author,Title,Authors,Part_of,Year,Zitiert_von
2,Real-world data on intravitreal Aflibercept (Eylea) injection in patients with wet age-related macular degeneration,"D Ting, PS Severn, S Pushpoth","Investigative Ophthalmology & Visual Science 56 (7), 4610-4610",2015,1
2,Cataract surgery and retinal vein occlusion: is there an association?,"DSJ Ting, V Hegde",Acta Ophthalmologica 91,2013,1
2,Cosmetic Contact Lenses in the United Kingdom: Assessment of Online Regulation and Quality of Consumer Health Information,"B Ng, M Azzopardi, A Ditchfield, J Zi, A Logeswaran, I Hawthorne, ...","Eye & Contact Lens, 10.1097",2024,
2,"Equity, access, and carbon cost-effectiveness of bilateral cataract surgery","DSJ Ting, JC Buchan","The Lancet 403 (10424), 353-354",2024,
2,Clinical Applications of Anterior Segment Optical Coherence Tomography: An Updated Review,"YJ Chong, M Azzopardi, G Hussain, A Recchioni, J Gandhewar, C Loizou, ...","Diagnostics 14 (2), 122",2024,
2,Impacts of Climate Change on Ocular Health: A Scoping Review,"YL Wong, SW Wong, DSJ Ting, A Muralidhar, S Sen, O Schaff, ...","The Journal of Climate Change and Health 15, 100296",2024,
2,Cataract surgery after corneal refractive surgery: preoperative considerations and management,"DSJ Ting, D Gatinel, M Ang","Current Opinion in Ophthalmology 35 (1), 4-10",2024,
2,Big Data and Artificial Intelligence in Ophthalmology: Clinical Application and Future Exploration,"YY Tan, TH Rim, DSJ Ting, YT Hsieh, T Kim","Frontiers in Medicine 10, 1339280",2023,
2,Microbiological Culture Versus 16S/18S Ribosomal RNA PCR for Infectious Keratitis: A Three-Arm Diagnostic Comparative Study,"Y Hammoudeh, L Suresh, ZZ Ong, MM Lister, I Mohammed, DG Said, ...",medRxiv,2023,
2,Innovations in Descemet Membrane Endothelial Keratoplasty (DMEK),"DSJ Ting, M Ang","Modern Keratoplasty: Surgical Techniques and Indications, 415-429",2023,
2,Clinical Characteristics and Outcomes of Contact Lens-Related Bacterial Keratitis: The Nottingham Infectious Keratitis Study,"L Suresh, Y Hammoudeh, M Lister, DG Said, HS Dua, DSJ Ting","Investigative Ophthalmology & Visual Science 64 (8), 2326-2326",2023,
2,"Clinical presentation, management and outcome of post-keratoplasty infectious keratitis: A 7-year study","ZZ Ong, L Suresh, Y Hammoudeh, DG Said, HS Dua, DSJ Ting","Investigative Ophthalmology & Visual Science 64 (8), 594-594",2023,
2,OP-4 Development of novel human-derived hybrid host defense peptides for infectious keratitis,"DSJ Ting, R Lakshminarayanan, I Mohammed, HS Dua",BMJ Open Ophthalmology 8 (Suppl 1),2023,
2,An approach to reduce Descemet’s membrane scrolling: Relevance to Descemet’s membrane endothelial keratoplasty (DMEK),"H Dua, R Freitas, Y Sadek, DSJ Ting, M Nublie, I Mohammed, D Said",,2023,
2,Medical and surgical interventions for neurotrophic keratopathy,"Z Kruoch, DSJ Ting, P McCann, A Kemp, M Gonzales, IC Kuo","Cochrane Database of Systematic Reviews 2, CD015723",2023,
2,"Minimally invasive corneal neurotization for neurotrophic keratopathy: The potential effect of age, denervation chronicity and lesion location","DSJ Ting, SP Pradhan, E Barnes, OA Ahmed, FC Figueiredo","American Journal of Ophthalmology Case Reports 29 (3), 101804",2023,
2,The Journal of Climate Change and Health,"YL Wong, SW Wong, DSJ Ting, A Muralidhar, S Sen, O Schaff, ...",,2023,
2,Diagnosis of Acanthamoeba Keratitis,"M Azzopardi, YJ Chong, B Ng, A Recchioni, A Logeswaran, DSJ Ting, ...",,2023,
2,Experience and perception of cataract training within the national health service and independent sector in the UK: a regional trainee survey,"Y Chen, DSJ Ting, Q Mansoor, NETRiON","Eye 37 (9), 1754-1757",2023,
2,Influence of corneal biomechanical properties on intraocular pressure measurement in different types of Graves’ orbitopathy,"M Pérez-López, DSJ Ting, A Lanzagorta-Aresti, S Montolio-Marzo, ...","European Journal of Ophthalmology 33 (1), 567-573",2023,
2,Topical antibiotics for treating bacterial keratitis: A network meta‐analysis,"DSJ Ting, C Henein, C Bunce, R Qureshi","Cochrane Database of Systematic Reviews 12, CD015350",2022,
2,Camellia sinensis solvent extract confers trophocidal and cysticidal effects against Acanthamoeba castellanii,"LB Fakae, MSR Harun, DSJ Ting, HS Dua, GWV Cave, XQ Zhu, ...",bioRxiv,2022,
2,Current and emerging therapies for corneal infection: A clinical and laboratory study,DSJ Ting,University of Nottingham,2022,
2,Corneal Disorders,"DSJ Ting, R Deshmukh, DSW Ting, M Ang","Ophthalmic Epidemiology, 113-127",2022,
2,Reducing omission of eye drops during hospital admission,"CS Ho, DSJ Ting, D Gogi","British Journal of Hospital Medicine 83 (1), 1-7",2022,
2,"Infectious keratitis: an update on epidemiology, causative microorganisms, risk factors, and antimicrobial resistance (vol 35, pg 1084, 2021)","DSJ Ting, CS Ho, R Deshmukh, DG Said, HS Dua","EYE 35 (10), 2908-2908",2021,
2,Hybrid Derivative of Cathelicidin (LL-37) and Human Beta-Defensin Against Gram-Positive Bacteria: A Novel Approach for the Treatment of Bacterial Keratitis,"DSJ Ting, D Said, M Nubile, L Mastropasqua, VA Barathi, R Beuerman, ...","Investigative Ophthalmology & Visual Science 62 (8), 402-402",2021,
2,Response to “Comment on: Effectiveness and safety of accelerated (9 mW/cm2) corneal collagen cross-linking for progressive keratoconus: a 24-month follow-up”,"DSJ Ting, JP Danjoux, SJ Morgan, S Ghosh, O Baylis","Eye 33 (7), 1185-1186",2019,
2,One-Year Visual and Patient Satisfaction Outcomes with a Rotationally Asymmetric Multifocal IOL,"JP Danjoux, AM Murphy, DSJ Ting",2018 ASCRS ASOA Annual Meeting,2018,
2,TWO-YEAR DATA COMPAIRING THE EFFICACY OF AFLIBERCEPT IN WET AGE-RELATED MACULAR DEGENERATION IN TREATMENT NAÏVE AND SWITCHOVER PATIENTS.,"M McKenna, J Suleman, DSJ Ting, S Pushpoth, P Severn","Investigative Ophthalmology & Visual Science 58 (8), 422-422",2017,
2,Fibrovascular corneal mass: A rare initial sign of rheumatoid arthritis,"DSJ Ting, S Anand","Canadian Journal of Ophthalmology 52 (1), e18-e19",2017,
2,Efficacy of aflibercept in wet age-related macular degeneration non-responsive to ranibizumab,"DSJ Ting, J Suleman, PS Severn, S Pushpoth","Investigative Ophthalmology & Visual Science 57 (12), 3348-3348",2016,
2,"Biopsy proven idiopathic orbital inflammatory disease-clinical features, management and treatment outcomes","E Spink, D Ting, L Clarke","Investigative Ophthalmology & Visual Science 57 (12), 712-712",2016,
2,Comment on ‘The Royal College of Ophthalmologists Guidelines on retinal vein occlusions’,DSJ Ting,"Eye 29 (12), 1631-1631",2015,
2,Cataract surgery in patients with iris defects,"S Srinivasan, DSJ Ting","Cataract Surgery in Diseased Eyes., 85-94",2014,
2,A Review Of The North East England Eye Retrieval Service,"DS Ting, J Potts, M Jones, T Lawther, F Figueiredo","Investigative Ophthalmology & Visual Science 53 (14), 1438-1438",2012,
2,Reducing Omission of Eye Drops During Hospital Admission: A Quality Improvement Study,"C Ho, D Ting, D Gogi",,,
3,Large language models in medicine,"AJ Thirunavukarasu, DSJ Ting, K Elangovan, L Gutierrez, TF Tan, ...","Nature medicine 29 (8), 1930-1940",2023,434
3,Democratizing Artificial Intelligence Imaging Analysis With Automated Machine Learning: Tutorial,"AJ Thirunavukarasu, K Elangovan, L Gutierrez, Y Li, I Tan, PA Keane, ...","Journal of Medical Internet Research 25, e49949",2023,1
3,Fine-tuning Large Language Model (LLM) Artificial Intelligence Chatbots in Ophthalmology and LLM-based evaluation using GPT-4,"TF Tan, K Elangovan, L Jin, Y Jie, L Yong, J Lim, S Poh, WY Ng, D Lim, ...",arXiv preprint arXiv:2402.10083,2024,
3,Development and Testing of a Novel Large Language Model-Based Clinical Decision Support Systems for Medication Safety in 12 Clinical Specialties,"JCL Ong, L Jin, K Elangovan, GYS Lim, DYZ Lim, GGR Sng, Y Ke, ...",arXiv preprint arXiv:2402.01741,2024,
3,Development and Testing of Retrieval Augmented Generation in Large Language Models--A Case Study Report,"YH Ke, L Jin, K Elangovan, HR Abdullah, N Liu, ATH Sia, CR Soh, ...",arXiv preprint arXiv:2402.01733,2024,
3,Comparative analysis of diagnostic imaging models built with automated machine learning,"A Thirunavukarasu, K Elangovan, L Gutierrez, D Ting","Future Healthcare Journal 10 (Suppl 3), 21",2023,
3,Medical Image Classification with On-Premise AutoML: Unveiling Insights through Comparative Analysis,"K Elangovan, G Lim, D Ting",,2023,
3,Application of data-efficient generative techniques for Multi-Class Diabetic Retinopathy Classification,"M Du, K Elangovan, G Lim, DSW Ting","Investigative Ophthalmology & Visual Science 64 (8), 2670-2670",2023,
3,Detecting gonioscopic-defined primary angle closure in automated and circumferential gonioscope images using deep learning (DL),"L Gutierrez, K Elangovan, N Porporato, DSW Ting","Investigative Ophthalmology & Visual Science 64 (8), 1101-1101",2023,
3,Large language models in medicine: current potential and opportunities for development,"AJ Thirunavukarasu, DSJ Ting, K Elangovan, L Gutierrez, TF Tan, ...",Nature Research,2023,
3,Clinical performance of automated machine learning: a systematic review,"AJ Thirunavukarasu, K Elangovan, L Gutierrez, R Hassan, Y Li, TF Tan, ...","medRxiv, 2023.10. 26.23297599",2023,
3,A vision system for detection of construction materials,K Elangovan,Nanyang Technological University,2020,
3,Development and Testing of Retrieval Augmented Generation in Large Language Models,"YH Ke, L Jin, K Elangovan, H Abdullah, N Liu, ATH Sia, CR Soh, ...",Available at SSRN 4719185,,
4,Ethical and social risks of harm from language models,"L Weidinger, J Mellor, M Rauh, C Griffin, J Uesato, PS Huang, M Cheng, ...",arXiv preprint arXiv:2112.04359,2021,550
4,Large image datasets: A pyrrhic win for computer vision?,"A Birhane, VU Prabhu","2021 IEEE Winter Conference on Applications of Computer Vision (WACV), 1536-1546",2021,350
4,Algorithmic injustice: a relational ethics approach,A Birhane,Patterns 2 (2),2021,290
4,Taxonomy of risks posed by language models,"L Weidinger, J Uesato, M Rauh, C Griffin, PS Huang, J Mellor, A Glaese, ...","Proceedings of the 2022 ACM Conference on Fairness, Accountability, and …",2022,287
4,"Multimodal datasets: misogyny, pornography, and malignant stereotypes","A Birhane, VU Prabhu, E Kahembwe",arXiv preprint arXiv:2110.01963,2021,231
4,The values encoded in machine learning research,"A Birhane, P Kalluri, D Card, W Agnew, R Dotan, M Bao","Proceedings of the 2022 ACM Conference on Fairness, Accountability, and …",2022,224
4,Algorithmic colonization of Africa,A Birhane,"SCRIPTed 17, 389",2020,171
4,Conversational AI: Social and Ethical Considerations.,"E Ruane, A Birhane, A Ventresque","AICS, 104-115",2019,118
4,The impossibility of automating ambiguity,A Birhane,"Artificial Life 27 (1), 44-61",2021,105
4,Robot rights? Let's talk about human welfare instead,"A Birhane, J van Dijk","Proceedings of the AAAI/ACM Conference on AI, Ethics, and Society, 207-213",2020,104
4,Power to the people? Opportunities and challenges for participatory AI,"A Birhane, W Isaac, V Prabhakaran, M Diaz, MC Elish, I Gabriel, ...",Proceedings of the 2nd ACM Conference on Equity and Access in Algorithms …,2022,98
4,Science in the age of large language models,"A Birhane, A Kasirzadeh, D Leslie, S Wachter","Nature Reviews Physics 5 (5), 277-280",2023,93
4,Narratives and counternarratives on data sharing in Africa,"R Abebe, K Aruleba, A Birhane, S Kingsley, G Obaido, SL Remy, ...","Proceedings of the 2021 ACM conference on fairness, accountability, and …",2021,89
4,Towards decolonising computational sciences,"A Birhane, O Guest",arXiv preprint arXiv:2009.14258,2020,72
4,"Comunidades, algoritmos e ativismos digitais: Olhares afrodiaspóricos","T Silva, A Birhane",LiteraRUA,2020,69
4,The forgotten margins of AI ethics,"A Birhane, E Ruane, T Laurent, M S. Brown, J Flowers, A Ventresque, ...","Proceedings of the 2022 ACM Conference on Fairness, Accountability, and …",2022,62
4,Algorithmic injustices: Towards a relational ethics,"A Birhane, F Cummins",arXiv preprint arXiv:1912.07376,2019,55
4,Descartes was wrong:‘a person is a person through other persons’,A Birhane,Aeon,2017,33
4,How AI can distort human beliefs,"C Kidd, A Birhane","Science 380 (6651), 1222-1223",2023,30
4,Beyond single‐mindedness: A figure‐ground reversal for the cognitive sciences,"M Dingemanse, A Liesenfeld, M Rasenberg, S Albert, FK Ameka, ...","Cognitive science 47 (1), e13230",2023,26
4,Fake AI,F Kaltheuner,Meatspace press,2021,26
4,Handling and presenting harmful text in NLP research,"HR Kirk, A Birhane, B Vidgen, L Derczynski",arXiv preprint arXiv:2204.14256,2022,19
4,"ChatGPT, Galactica, and the progress trap","A Birhane, D Raji",j WIRED. https://www. wired. com/story/large-language-models-critique …,2022,15
4,The unseen Black faces of AI algorithms,A Birhane,"Nature 610 (7932), 451-452",2022,15
4,"Algorithmic injustice: A relational ethics approach. Patterns, 2 (2), 100205",A Birhane,,2021,15
4,Auditing saliency cropping algorithms,"A Birhane, VU Prabhu, J Whaley",Proceedings of the IEEE/CVF Winter Conference on Applications of Computer …,2022,14
4,Colonização algorítmica da África,A Birhane,"Comunidades, algoritmos e ativismos digitais: olhares afrodiaspóricos, 156-165",2020,14
4,"Dallas Card, William Agnew, Ravit Dotan, and Michelle Bao. 2021","A Birhane, P Kalluri",The Values Encoded in Machine Learning Research.(6 2021),2020,13
4,On hate scaling laws for data-swamps,"A Birhane, V Prabhu, S Han, VN Boddeti",arXiv preprint arXiv:2306.13141,2023,12
4,Automating ambiguity: Challenges and pitfalls of artificial intelligence,A Birhane,arXiv preprint arXiv:2206.04179,2022,11
4,Algorithmic injustice: A relational ethics approach. Patterns 2 (2): 1-9,A Birhane,,2021,11
4,Into the LAION’s Den: Investigating hate in multimodal datasets,"A Birhane, S Han, V Boddeti, S Luccioni",Advances in Neural Information Processing Systems 36,2024,9
4,"Algorithmic injustice: a relational ethics approach. Patterns 2, 2 (2021), 100205",A Birhane,,2021,9
4,"Algorithmic injustice: a relational ethics approach. Patterns 2, 2 (Feb. 2021), 100205",A Birhane,,2021,6
4,Advancing data justice research and practice: an integrated literature review,"D Leslie, M Katell, M Aitken, J Singh, M Briggs, R Powell, C Rincón, ...",arXiv preprint arXiv:2204.03090,2022,5
4,Handling and presenting harmful text,"L Derczynski, HR Kirk, A Birhane, B Vidgen",arXiv preprint arXiv:2204.14256,2022,5
4,Large image datasets: A pyrrhic win for computer vision? CoRR abs/2006.16923 (2020),"VU Prabhu, A Birhane",arXiv preprint arXiv:2006.16923,2020,5
4,The games we play: critical complexity improves machine learning,"A Birhane, DJT Sumpter",arXiv preprint arXiv:2205.08922,2022,4
4,Frameworks and challenges to participatory AI,"A Birhane, WS Isaac, V Prabhakaran, M Díaz, MC Elish, I Gabriel, ...",Proceeding of the Second Conference on Equity and Access in Algorithms …,2022,4
4,Large image datasets: A pyrrhic win for computer vision? arXiv preprint arXiv: 200616923,"VU Prabhu, A Birhane",,2020,4
4,The lost art of mathematical modelling,"L Gyllingberg, A Birhane, DJT Sumpter","Mathematical biosciences 362, 109033",2023,3
4,A Misdirected Application of AI Ethics,"A Birhane, J van Dijk",,2020,3
4,"Dallas Card, William Agnew, Ravit Dotan, and Michelle Bao. The Underlying Values of Machine Learning Research","A Birhane, P Kalluri",Resistance AI Workshop@ NeurIPS,2020,3
4,Large Image Datasets: A Pyrrhic Win for Computer Vision?” arXiv (2020),"VU Prabhu, A Birhane",arXiv preprint arXiv:2006.16923,2006,3
4,AI auditing: The broken bus on the road to AI accountability,"A Birhane, R Steed, V Ojewale, B Vecchione, ID Raji",arXiv preprint arXiv:2401.14462,2024,2
4,"ChatGPT one year on: who is using it, how and why?","M Ghassemi, A Birhane, M Bilal, S Kankaria, C Malone, E Mollick, ...","Nature 624 (7990), 39-41",2023,2
4,The Limits of Fairness,A Birhane,"Proceedings of the 2022 AAAI/ACM Conference on AI, Ethics, and Society, 2-2",2022,2
4,"Ethical and social risks of harm from Language Models. arXiv e-prints, page","L Weidinger, J Mellor, M Rauh, C Griffin, J Uesato, PS Huang, M Cheng, ...",arXiv preprint arXiv:2112.04359,2021,2
4,Large datasets: A pyrrhic win for computer vision,"VU Prabhu, A Birhane",Institute of Electrical and Electronics Engineers/Computer Vision Foundation …,2021,2
4,"Multimodal datasets: misogyny, pornography, and malignant stereotypes. arXiv (2021)","A Birhane, VU Prabhu, E Kahembwe",,2021,2
4,Algorithmic Colonization of Africa. scripted,A Birhane,DOI: https://doi. org/10.2966/scrip 170220,2020,2
4,Robot rights? Let’s talk about human welfare instead.[w:] AIES’20: Proceedings of the AAAI,"A Birhane, J Van Dijk","ACM Conference on AI, Ethics, and Society, February 7–8, 2020, New York",2020,2
