ID_paper,Title,Subtitle,Authors,Year,Publisher,Referenced,Versions
905,[PDF] Generative Language Models in Education: Foreign Language Learning and the Teacher as Prompt Engineer,,I Isemonger,,teflpraxis.org,0,1
906,Using proprietary language models in academic research requires explicit justification,Nature Computational Science,"A Palmer, NA Smith, A Spirling",2024,nature.com,1,3
907,Enriching word vectors with subword information,Transactions of the …,"P Bojanowski, E Grave, A Joulin…",2017,direct.mit.edu,11872,15
908,Towards end-to-end speech recognition with recurrent neural networks,International conference on machine …,"A Graves, N Jaitly",2014,proceedings.mlr.press,2889,11
909,[BUCH] Statistical identification of language,,T Dunning,1994,researchgate.net,539,11
910,"Tracing the Roots of Facts in Multilingual Language Models: Independent, Shared, and Transferred Knowledge",arXiv preprint arXiv:2403.05189,"X Zhao, N Yoshinaga, D Oba",2024,arxiv.org,0,1
911,Language-independent and language-adaptive acoustic modeling for speech recognition,Speech Communication,"T Schultz, A Waibel",2001,Elsevier,513,23
912,[PDF] Translation modeling with bidirectional recurrent neural networks,… in natural language …,"M Sundermeyer, T Alkhouli, J Wuebker…",2014,aclanthology.org,257,13
913,The Potential of Vision-Language Models for Content Moderation of Children's Videos,arXiv preprint arXiv:2312.03936,"SH Ahmed, S Hu, G Sukthankar",2023,arxiv.org,0,1
914,Scaling up vision-language pre-training for image captioning,Proceedings of the …,"X Hu, Z Gan, J Wang, Z Yang, Z Liu…",2022,openaccess.thecvf.com,199,6
915,Five sources of bias in natural language processing,Language and linguistics compass,"D Hovy, S Prabhumoye",2021,Wiley Online Library,171,6
916,LMbot: distilling graph knowledge into language model for graph-less deployment in twitter bot detection,Proceedings of the 17th …,"Z Cai, Z Tan, Z Lei, Z Zhu, H Wang, Q Zheng…",2024,dl.acm.org,3,2
917,Aligning the pretraining and finetuning objectives of language models,arXiv preprint arXiv:2002.02000,"NW Pierse, J Lu",2020,arxiv.org,3,2
918,Sentencepiece: A simple and language independent subword tokenizer and detokenizer for neural text processing,arXiv preprint arXiv:1808.06226,"T Kudo, J Richardson",2018,arxiv.org,3239,8
919,TOD-BERT: Pre-trained natural language understanding for task-oriented dialogue,arXiv preprint arXiv:2004.06871,"CS Wu, S Hoi, R Socher, C Xiong",2020,arxiv.org,296,8
920,Towards a second‐language model of learning in problematic social contexts: The case of Arabs learning Hebrew in Israel,Race Ethnicity and Education,S Abu‐Rabia,1999,Taylor & Francis,43,1
921,The Kaldi speech recognition toolkit,IEEE 2011 workshop …,"D Povey, A Ghoshal, G Boulianne…",2011,infoscience.epfl.ch,7200,27
922,Bimodal modelling of source code and natural language,… conference on machine …,"M Allamanis, D Tarlow, A Gordon…",2015,proceedings.mlr.press,235,10
923,[PDF] Stochastic language generation for spoken dialogue systems,NAACL 2000 Workshop: Conversational …,"A Oh, A Rudnicky",2000,aclanthology.org,231,15
924,Blip: Bootstrapping language-image pre-training for unified vision-language understanding and generation,International conference on …,"J Li, D Li, C Xiong, S Hoi",2022,proceedings.mlr.press,1733,7
925,Model-driven engineering in a large industrial context—Motorola case study,… on Model Driven Engineering Languages and …,"P Baker, S Loh, F Weil",2005,Springer,281,10
926,{TensorFlow}: a system for {Large-Scale} machine learning,… USENIX symposium on …,"M Abadi, P Barham, J Chen, Z Chen, A Davis…",2016,usenix.org,30760,46
927,Efficient WFST-based one-pass decoding with on-the-fly hypothesis rescoring in extremely large vocabulary continuous speech recognition,"… ,  speech,  and language …","T Hori, C Hori, Y Minami…",2007,ieeexplore.ieee.org,186,7
928,Griffon v2: Advancing Multimodal Perception with High-Resolution Scaling and Visual-Language Co-Referring,arXiv preprint arXiv …,"Y Zhan, Y Zhu, H Zhao, F Yang, M Tang…",2024,arxiv.org,0,1
929,[PDF] Visual recognition of american sign language using hidden markov models,,T Starner,1995,dspace.mit.edu,1109,15
930,Alberto: Italian BERT language understanding model for NLP challenging tasks based on tweets,CEUR workshop …,"M Polignano, P Basile, M De Gemmis…",2019,iris.unito.it,262,8
931,Snips voice platform: an embedded spoken language understanding system for private-by-design voice interfaces,arXiv preprint arXiv …,"A Coucke, A Saade, A Ball, T Bluche, A Caulier…",2018,arxiv.org,791,3
932,An overview of probabilistic tree transducers for natural language processing,… Conference on Intelligent Text Processing and …,"K Knight, J Graehl",2005,Springer,184,9
933,Investigation and modeling of the structure of texting language,International Journal of …,"M Choudhury, R Saraf, V Jain, A Mukherjee…",2007,Springer,297,14
934,"Why language clouds our ascription of understanding, intention and consciousness",Phenomenology and the Cognitive Sciences,SAJ Stuart,2024,Springer,0,1
935,Reviewing automatic language identification,IEEE Signal Processing …,"YK Muthusamy, E Barnard…",1994,ieeexplore.ieee.org,392,4
936,Few-shot natural language generation for task-oriented dialog,arXiv preprint arXiv …,"B Peng, C Zhu, C Li, X Li, J Li, M Zeng…",2020,arxiv.org,195,5
937,Model-portability experiments for textual temporal analysis,… : human language …,"O Kolomiyets, S Bethard…",2011,lirias.kuleuven.be,91,13
938,Automatic personality assessment through social media language.,Journal of personality …,"G Park, HA Schwartz, JC Eichstaedt…",2015,psycnet.apa.org,854,17
939,[PDF] Grammatical error correction using hybrid systems and type filtering,… Natural Language …,"M Felice, Z Yuan, ØE Andersen…",2014,aclanthology.org,139,6
940,Detecting malicious tweets in trending topics using a statistical analysis of language,Expert Systems with Applications,J Martinez,2013,Elsevier,275,13
941,Familiar: A domain-specific language for large scale management of feature models,Science of Computer …,"M Acher, P Collet, P Lahire, RB France",2013,Elsevier,304,11
942,Llama 2: Open foundation and fine-tuned chat models,arXiv preprint arXiv …,"H Touvron, L Martin, K Stone, P Albert…",2023,arxiv.org,3251,2
943,[PDF] Towards large vocabulary ASR on embedded platforms,Eighth International Conference on Spoken Language …,M Novak,2004,researchgate.net,25,6
944,[PDF] Can GPT-3 pass a writer's Turing test?,Journal of Cultural Analytics,"K Elkins, J Chun",2020,culturalanalytics.org,217,7
945,BioBERT: a pre-trained biomedical language representation model for biomedical text mining,…,"J Lee, W Yoon, S Kim, D Kim, S Kim, CH So…",2020,academic.oup.com,4987,12
946,"A data model, knowledge base, and natural language processing for sharing a large statistical database",Statistical and Scientific Database Management: Fourth …,H Sato,1989,Springer,234,5
947,[PDF] Pronunciation dependent language models.,,A Ljolje,isca,archive.org,1,4
948,Exploring the Impact of Language Models on Undergraduate Thesis Writing Skills among Higher Education Students,Peradaban …,"A Ilma, RA Sampurna",2024,jurnal.peradabanpublishing.com,0,1
949,[PDF] Online large-margin training of syntactic and structural translation features,… methods in natural language …,"D Chiang, Y Marton, P Resnik",2008,aclanthology.org,298,19
950,Transfer learning in sign language,2007 IEEE conference on …,"A Farhadi, D Forsyth, R White",2007,ieeexplore.ieee.org,155,18
951,Bert: Pre-training of deep bidirectional transformers for language understanding,arXiv preprint arXiv …,"J Devlin, MW Chang, K Lee, K Toutanova",2018,arxiv.org,94990,49
952,Prottrans: Toward understanding the language of life through self-supervised learning,IEEE transactions on …,"A Elnaggar, M Heinzinger, C Dallago…",2021,ieeexplore.ieee.org,1026,16
953,Improving vision-and-language navigation with image-text pairs from the web,Computer Vision–ECCV …,"A Majumdar, A Shrivastava, S Lee, P Anderson…",2020,Springer,200,9
954,[PDF] Customized Web Application for Addressing Language Model Misalignment through Reinforcement Learning from Human Feedback,,"A Uwah, A Edet",,researchgate.net,0,1
955,[HTML] Modeling aspects of the language of life through transfer-learning protein sequences,BMC …,"M Heinzinger, A Elnaggar, Y Wang, C Dallago…",2019,Springer,436,19
956,Discriminative training for large-vocabulary speech recognition using minimum classification error,"… ,  and Language …","E McDermott, TJ Hazen, J Le Roux…",2006,ieeexplore.ieee.org,215,17
957,Conformer: Convolution-augmented transformer for speech recognition,arXiv preprint arXiv …,"A Gulati, J Qin, CC Chiu, N Parmar, Y Zhang…",2020,arxiv.org,2450,12
958,Roberta: A robustly optimized bert pretraining approach,arXiv preprint arXiv …,"Y Liu, M Ott, N Goyal, J Du, M Joshi, D Chen…",2019,arxiv.org,11987,9
959,[PDF] A Novel Language Model Based on Self-organized Learning,,"T Huang, L Chen",isca,archive.org,1,1
960,ScispaCy: fast and robust models for biomedical natural language processing,arXiv preprint arXiv …,"M Neumann, D King, I Beltagy, W Ammar",2019,arxiv.org,673,6
961,kubapok@ LT-EDI 2024: Evaluating Transformer Models for Hate Speech Detection in Tamil,… of the Fourth Workshop on Language …,"J Pokrywka, K Jassem",2024,aclanthology.org,1,2
962,[PDF] RWTH-PHOENIX-weather: A large vocabulary sign language recognition and translation corpus.,,"J Forster, C Schmidt, T Hoyoux, O Koller…",i6.informatik.rwth,aachen.de,193,10
963,[PDF] A comparison of event models for naive bayes text classification,,"A McCallum, K Nigam",yangli,feasibility.com,5786,36
964,A survey on recent approaches for natural language processing in low-resource scenarios,arXiv preprint arXiv …,"MA Hedderich, L Lange, H Adel, J Strötgen…",2020,arxiv.org,249,7
965,Ms-asl: A large-scale data set and benchmark for understanding american sign language,arXiv preprint arXiv:1812.01053,"HRV Joze, O Koller",2018,arxiv.org,238,3
966,SOTOPIA-: Interactive Learning of Socially Intelligent Language Agents,arXiv preprint arXiv …,"R Wang, H Yu, W Zhang, Z Qi, M Sap, G Neubig…",2024,arxiv.org,0,1
967,Topic Aware Probing: From Sentence Length Prediction to Idiom Identification how reliant are Neural Language Models on Topic?,arXiv preprint arXiv:2403.02009,"V Nedumpozhimana, JD Kelleher",2024,arxiv.org,0,1
968,Visualbert: A simple and performant baseline for vision and language,arXiv preprint arXiv …,"LH Li, M Yatskar, D Yin, CJ Hsieh…",2019,arxiv.org,1578,4
969,Adapting Uni-Modal Language Models for Dense Multi-Modal Co-Reference Resolution using Parameter Augmentation,,"S Osebe, P Wanigasekara, T Tran…",… on Large Language Model …,openreview.net,0,1
970,[PDF] AI-HUB 2.0 PROJECT REPORT: Application Of Large Language,,MB Alam,2023,research.tuni.fi,0,1
971,A real-time continuous gesture recognition system for sign language,Proceedings third IEEE international …,"RH Liang, M Ouhyoung",1998,ieeexplore.ieee.org,656,9
972,Improving neural machine translation models with monolingual data,arXiv preprint arXiv:1511.06709,"R Sennrich, B Haddow, A Birch",2015,arxiv.org,2802,11
973,wav2vec 2.0: A framework for self-supervised learning of speech representations,Advances in neural …,"A Baevski, Y Zhou, A Mohamed…",2020,proceedings.neurips.cc,4022,11
974,Align before fuse: Vision and language representation learning with momentum distillation,Advances in neural …,"J Li, R Selvaraju, A Gotmare, S Joty…",2021,proceedings.neurips.cc,1188,9
975,Devise: A deep visual-semantic embedding model,Advances in neural …,"A Frome, GS Corrado, J Shlens…",2013,proceedings.neurips.cc,3140,18
976,Translating video content to natural language descriptions,Proceedings of the …,"M Rohrbach, W Qiu, I Titov, S Thater…",2013,openaccess.thecvf.com,460,17
977,Unifying vision-and-language tasks via text generation,International Conference on …,"J Cho, J Lei, H Tan, M Bansal",2021,proceedings.mlr.press,424,7
978,Less is more: Clipbert for video-and-language learning via sparse sampling,Proceedings of the …,"J Lei, L Li, L Zhou, Z Gan, TL Berg…",2021,openaccess.thecvf.com,552,9
979,[PS] Entropy-based context selection in variable-length n-gram language models,IEEE Benelux Signal Proc …,"DH Van Uytsel, D Van Compernolle",1998,esat.kuleuven.be,11,2
980,Towards a new functional anatomy of language,Cognition,"D Poeppel, G Hickok",2004,Elsevier,476,13
